BELA CRUZ-CE,,,,,,,CE,,,,"2.712,54",,,,,,,,,,,-,,,,,,,"2.712,54",,,,,,,,,,"12.832,77",,,,,,
CAMOCIM-CE,,,,,,,CE,,,,"3.196,92",,,,,,,,,,,-,,,,,,,"3.196,92",,,,,,,,,,"15.124,33",,,,,,
CANINDE-CE,,,,,,,CE,,,,"3.390,68",,,,,,,,,,,-,,,,,,,"3.390,68",,,,,,,,,,"16.040,96",,,,,,
CARIDADE-CE,,,,,,,CE,,,,"2.325,03",,,,,,,,,,,-,,,,,,,"2.325,03",,,,,,,,,,"10.999,50",,,,,,
CARIRE-CE,,,,,,,CE,,,,"2.421,91",,,,,,,,,,,-,,,,,,,"2.421,91",,,,,,,,,,"11.457,82",,,,,,
CARNAUBAL-CE,,,,,,,CE,,,,"2.325,03",,,,,,,,,,,-,,,,,,,"2.325,03",,,,,,,,,,"10.999,50",,,,,,
CATUNDA-CE,,,,,,,CE,,,,"2.034,40",,,,,,,,,,,-,,,,,,,"2.034,40",,,,,,,,,,"9.624,56",,,,,,
CAUCAIA-CE,,,,,,,CE,,,,-,,,,,,,,,,,"4.380,26",,,,,,,"4.380,26",,,,,,,,,,"31.313,38",,,,,,
CHAVAL-CE,,,,,,,CE,,,,"2.131,28",,,,,,,,,,,-,,,,,,,"2.131,28",,,,,,,,,,"10.082,87",,,,,,
COREAU-CE,,,,,,,CE,,,,"2.518,79",,,,,,,,,,,-,,,,,,,"2.518,79",,,,,,,,,,"11.916,14",,,,,,
CRATEUS-CE,,,,,,,CE,,,,"3.390,68",,,,,,,,,,,-,,,,,,,"3.390,68",,,,,,,,,,"16.040,96",,,,,,
CROATA-CE,,,,,,,CE,,,,"2.325,03",,,,,,,,,,,-,,,,,,,"2.325,03",,,,,,,,,,"10.999,50",,,,,,
CRUZ-CE,,,,,,,CE,,,,"2.518,79",,,,,,,,,,,-,,,,,,,"2.518,79",,,,,,,,,,"11.916,14",,,,,,
FORQUILHA-CE,,,,,,,CE,,,,"2.518,79",,,,,,,,,,,-,,,,,,,"2.518,79",,,,,,,,,,"11.916,14",,,,,,
FORTALEZA-CE,,,,,,,CE,,,,"125.053,02",,,,,,,,,,,"5.840,35",,,,,,,"130.893,37",,,,,,,,,,"653.396,06",,,,,,
FRECHEIRINHA-CE,,,,,,,CE,,,,"2.131,28",,,,,,,,,,,-,,,,,,,"2.131,28",,,,,,,,,,"10.082,87",,,,,,
GENERAL SAMPAIO-CE,,,,,,,CE,,,,"1.937,53",,,,,,,,,,,-,,,,,,,"1.937,53",,,,,,,,,,"9.166,25",,,,,,
GRACA-CE,,,,,,,CE,,,,"2.228,16",,,,,,,,,,,-,,,,,,,"2.228,16",,,,,,,,,,"10.541,20",,,,,,
GRANJA-CE,,,,,,,CE,,,,"3.100,05",,,,,,,,,,,-,,,,,,,"3.100,05",,,,,,,,,,"14.666,02",,,,,,
GROAIRAS-CE,,,,,,,CE,,,,"1.937,53",,,,,,,,,,,-,,,,,,,"1.937,53",,,,,,,,,,"9.166,25",,,,,,
GUARACIABA DO NORTE-CE,,,,,,,CE,,,,"2.906,29",,,,,,,,,,,-,,,,,,,"2.906,29",,,,,,,,,,"13.749,38",,,,,,
HIDROLANDIA-CE,,,,,,,CE,,,,"2.421,91",,,,,,,,,,,-,,,,,,,"2.421,91",,,,,,,,,,"11.457,82",,,,,,
HORIZONTE-CE,,,,,,,CE,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.733.092,80",,,,,,
IBIAPINA-CE,,,,,,,CE,,,,"2.518,79",,,,,,,,,,,-,,,,,,,"2.518,79",,,,,,,,,,"11.916,14",,,,,,
ICAPUI-CE,,,,,,,CE,,,,"79.891,52",,,,,,,,,,,"13.540,52",,,,,,,"93.432,04",,,,,,,,,,"487.144,04",,,,,,
INDEPENDENCIA-CE,,,,,,,CE,,,,"2.615,66",,,,,,,,,,,-,,,,,,,"2.615,66",,,,,,,,,,"12.374,45",,,,,,
IPAPORANGA-CE,,,,,,,CE,,,,"2.034,40",,,,,,,,,,,-,,,,,,,"2.034,40",,,,,,,,,,"9.624,56",,,,,,
IPU-CE,,,,,,,CE,,,,"2.906,29",,,,,,,,,,,-,,,,,,,"2.906,29",,,,,,,,,,"13.749,38",,,,,,
IPUEIRAS-CE,,,,,,,CE,,,,"2.906,29",,,,,,,,,,,-,,,,,,,"2.906,29",,,,,,,,,,"13.749,38",,,,,,
IRAUCUBA-CE,,,,,,,CE,,,,"2.518,79",,,,,,,,,,,-,,,,,,,"2.518,79",,,,,,,,,,"11.916,14",,,,,,
ITAPAGE-CE,,,,,,,CE,,,,"3.003,17",,,,,,,,,,,-,,,,,,,"3.003,17",,,,,,,,,,"14.207,71",,,,,,
ITAPIPOCA-CE,,,,,,,CE,,,,"81.660,77",,,,,,,,,,,"61.353,73",,,,,,,"143.014,50",,,,,,,,,,"726.098,03",,,,,,
ITAREMA-CE,,,,,,,CE,,,,"64.004,38",,,,,,,,,,,"71.053,38",,,,,,,"135.057,76",,,,,,,,,,"600.950,82",,,,,,
JAGUARUANA-CE,,,,,,,CE,,,,"97,94",,,,,,,,,,,"41,13",,,,,,,"139,07",,,,,,,,,,"139,07",,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,,,CE,,,,"2.228,16",,,,,,,,,,,-,,,,,,,"2.228,16",,,,,,,,,,"10.541,20",,,,,,
MARACANAU-CE,,,,,,,CE,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.725.035,45",,,,,,
MARCO-CE,,,,,,,CE,,,,"2.518,79",,,,,,,,,,,-,,,,,,,"2.518,79",,,,,,,,,,"11.916,14",,,,,,
MARTINOPOLE-CE,,,,,,,CE,,,,"2.034,40",,,,,,,,,,,-,,,,,,,"2.034,40",,,,,,,,,,"9.624,56",,,,,,
MASSAPE-CE,,,,,,,CE,,,,"2.809,42",,,,,,,,,,,-,,,,,,,"2.809,42",,,,,,,,,,"13.291,07",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERUOCA-CE,,,,,,,CE,,,,"2.131,28",,,,,,,,,,,-,,,,,,,"2.131,28",,,,,,,,,,"10.082,87",,,,,,
MIRAIMA-CE,,,,,,,CE,,,,"2.131,28",,,,,,,,,,,-,,,,,,,"2.131,28",,,,,,,,,,"10.082,87",,,,,,
MONSENHOR TABOSA-CE,,,,,,,CE,,,,"2.325,03",,,,,,,,,,,-,,,,,,,"2.325,03",,,,,,,,,,"10.999,50",,,,,,
MORAUJO-CE,,,,,,,CE,,,,"1.937,53",,,,,,,,,,,-,,,,,,,"1.937,53",,,,,,,,,,"9.166,25",,,,,,
MORRINHOS-CE,,,,,,,CE,,,,"2.518,79",,,,,,,,,,,-,,,,,,,"2.518,79",,,,,,,,,,"11.916,14",,,,,,
MUCAMBO-CE,,,,,,,CE,,,,"2.228,16",,,,,,,,,,,-,,,,,,,"2.228,16",,,,,,,,,,"10.541,20",,,,,,
NOVA RUSSAS-CE,,,,,,,CE,,,,"2.712,54",,,,,,,,,,,-,,,,,,,"2.712,54",,,,,,,,,,"12.832,77",,,,,,
NOVO ORIENTE-CE,,,,,,,CE,,,,"2.615,66",,,,,,,,,,,-,,,,,,,"2.615,66",,,,,,,,,,"12.374,45",,,,,,
PACUJA-CE,,,,,,,CE,,,,"1.937,53",,,,,,,,,,,-,,,,,,,"1.937,53",,,,,,,,,,"9.166,25",,,,,,
PARACURU-CE,,,,,,,CE,,,,"61.797,34",,,,,,,,,,,"96.878,19",,,,,,,"158.675,53",,,,,,,,,,"746.278,46",,,,,,
PARAIPABA-CE,,,,,,,CE,,,,"2.712,54",,,,,,,,,,,"5.199,82",,,,,,,"7.912,36",,,,,,,,,,"34.818,97",,,,,,
PARAMOTI-CE,,,,,,,CE,,,,"2.034,40",,,,,,,,,,,-,,,,,,,"2.034,40",,,,,,,,,,"9.624,56",,,,,,
PENTECOSTE-CE,,,,,,,CE,,,,"2.809,42",,,,,,,,,,,-,,,,,,,"2.809,42",,,,,,,,,,"13.291,07",,,,,,
PIRES FERREIRA-CE,,,,,,,CE,,,,"1.937,53",,,,,,,,,,,-,,,,,,,"1.937,53",,,,,,,,,,"9.166,25",,,,,,
PORANGA-CE,,,,,,,CE,,,,"2.034,40",,,,,,,,,,,-,,,,,,,"2.034,40",,,,,,,,,,"9.624,56",,,,,,
QUITERIANOPOLIS-CE,,,,,,,CE,,,,"2.518,79",,,,,,,,,,,-,,,,,,,"2.518,79",,,,,,,,,,"11.916,14",,,,,,
RERIUTABA-CE,,,,,,,CE,,,,"2.421,91",,,,,,,,,,,-,,,,,,,"2.421,91",,,,,,,,,,"11.457,82",,,,,,
SANTA QUITERIA-CE,,,,,,,CE,,,,"3.003,17",,,,,,,,,,,-,,,,,,,"3.003,17",,,,,,,,,,"14.207,71",,,,,,
SANTANA DO ACARAU-CE,,,,,,,CE,,,,"2.712,54",,,,,,,,,,,-,,,,,,,"2.712,54",,,,,,,,,,"12.832,77",,,,,,
SAO BENEDITO-CE,,,,,,,CE,,,,"3.003,17",,,,,,,,,,,-,,,,,,,"3.003,17",,,,,,,,,,"14.207,71",,,,,,
SAO GONCALO DO AMARANTE-CE,,,,,,,CE,,,,"576.493,58",,,,,,,,,,,-,,,,,,,"576.493,58",,,,,,,,,,"2.735.287,99",,,,,,
SAO LUIS DO CURU-CE,,,,,,,CE,,,,"2.131,28",,,,,,,,,,,-,,,,,,,"2.131,28",,,,,,,,,,"10.082,87",,,,,,
SENADOR SA-CE,,,,,,,CE,,,,"1.937,53",,,,,,,,,,,-,,,,,,,"1.937,53",,,,,,,,,,"9.166,25",,,,,,
SOBRAL-CE,,,,,,,CE,,,,"3.875,06",,,,,,,,,,,-,,,,,,,"3.875,06",,,,,,,,,,"18.332,53",,,,,,
TAMBORIL-CE,,,,,,,CE,,,,"2.615,66",,,,,,,,,,,-,,,,,,,"2.615,66",,,,,,,,,,"12.374,45",,,,,,
TEJUCUOCA-CE,,,,,,,CE,,,,"2.228,16",,,,,,,,,,,-,,,,,,,"2.228,16",,,,,,,,,,"10.541,20",,,,,,
TIANGUA-CE,,,,,,,CE,,,,"3.293,80",,,,,,,,,,,-,,,,,,,"3.293,80",,,,,,,,,,"15.582,64",,,,,,
TRAIRI-CE,,,,,,,CE,,,,"70.625,53",,,,,,,,,,,"113.109,15",,,,,,,"183.734,68",,,,,,,,,,"876.244,65",,,,,,
TURURU-CE,,,,,,,CE,,,,"2.131,28",,,,,,,,,,,-,,,,,,,"2.131,28",,,,,,,,,,"10.082,87",,,,,,
UBAJARA-CE,,,,,,,CE,,,,"2.712,54",,,,,,,,,,,-,,,,,,,"2.712,54",,,,,,,,,,"12.832,77",,,,,,
UMIRIM-CE,,,,,,,CE,,,,"2.421,91",,,,,,,,,,,-,,,,,,,"2.421,91",,,,,,,,,,"11.457,82",,,,,,
URUBURETAMA-CE,,,,,,,CE,,,,"2.421,91",,,,,,,,,,,-,,,,,,,"2.421,91",,,,,,,,,,"11.457,82",,,,,,
URUOCA-CE,,,,,,,CE,,,,"2.131,28",,,,,,,,,,,-,,,,,,,"2.131,28",,,,,,,,,,"10.082,87",,,,,,
VARJOTA-CE,,,,,,,CE,,,,"2.325,03",,,,,,,,,,,-,,,,,,,"2.325,03",,,,,,,,,,"10.999,50",,,,,,
VICOSA DO CEARA-CE,,,,,,,CE,,,,"3.100,05",,,,,,,,,,,-,,,,,,,"3.100,05",,,,,,,,,,"14.666,02",,,,,,
CEARA  TOTAL,,,,,,,,,,,"3.079.058,59",,,,,,,,,,,"477.397,50",,,,,,,"3.556.456,09",,,,,,,,,,"17.024.289,20",,,,,,
AFONSO CLAUDIO-ES,,,,,,,ES,,,,"61.333,34",,,,,,,,,,,-,,,,,,,"61.333,34",,,,,,,,,,"302.658,94",,,,,,
AGUA DOCE DO NORTE-ES,,,,,,,ES,,,,"46.002,27",,,,,,,,,,,-,,,,,,,"46.002,27",,,,,,,,,,"227.094,87",,,,,,
AGUIA BRANCA-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
ALEGRE-ES,,,,,,,ES,,,,"61.324,31",,,,,,,,,,,-,,,,,,,"61.324,31",,,,,,,,,,"302.256,37",,,,,,
ALFREDO CHAVES-ES,,,,,,,ES,,,,"48.183,39",,,,,,,,,,,-,,,,,,,"48.183,39",,,,,,,,,,"237.487,15",,,,,,
ALTO RIO NOVO-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
ANCHIETA-ES,,,,,,,ES,,,,"297.310,35",,,,,,,,,,,-,,,,,,,"297.310,35",,,,,,,,,,"1.479.242,85",,,,,,
APIACA-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
ARACRUZ-ES,,,,,,,ES,,,,"477.112,86",,,,,,,,,,,"2.097.380,43",,,,,,,"2.574.493,29",,,,,,,,,,"14.242.306,13",,,,,,
ATILIO VIVACQUA-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
BAIXO GUANDU-ES,,,,,,,ES,,,,"61.315,28",,,,,,,,,,,-,,,,,,,"61.315,28",,,,,,,,,,"301.853,79",,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,,,ES,,,,"65.704,62",,,,,,,,,,,-,,,,,,,"65.704,62",,,,,,,,,,"323.846,13",,,,,,
BOA ESPERANCA-ES,,,,,,,ES,,,,"48.183,39",,,,,,,,,,,-,,,,,,,"48.183,39",,,,,,,,,,"237.487,15",,,,,,
BOM JESUS DO NORTE-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
BREJETUBA-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,,,ES,,,,"87.606,16",,,,,,,,,,,-,,,,,,,"87.606,16",,,,,,,,,,"431.794,84",,,,,,
CARIACICA-ES,,,,,,,ES,,,,"87.606,16",,,,,,,,,,,-,,,,,,,"87.606,16",,,,,,,,,,"431.794,84",,,,,,
CASTELO-ES,,,,,,,ES,,,,"63.514,46",,,,,,,,,,,-,,,,,,,"63.514,46",,,,,,,,,,"313.051,23",,,,,,
COLATINA-ES,,,,,,,ES,,,,"81.035,70",,,,,,,,,,,-,,,,,,,"81.035,70",,,,,,,,,,"399.410,23",,,,,,
CONCEICAO DA BARRA-ES,,,,,,,ES,,,,"137.004,77",,,,,,,,,,,"29.062,80",,,,,,,"166.067,57",,,,,,,,,,"820.669,81",,,,,,
CONCEICAO DO CASTELO-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
DOMINGOS MARTINS-ES,,,,,,,ES,,,,"61.324,31",,,,,,,,,,,-,,,,,,,"61.324,31",,,,,,,,,,"302.256,37",,,,,,
DORES DO RIO PRETO-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
ECOPORANGA-ES,,,,,,,ES,,,,"56.944,00",,,,,,,,,,,-,,,,,,,"56.944,00",,,,,,,,,,"280.666,62",,,,,,
FUNDAO-ES,,,,,,,ES,,,,"383.220,83",,,,,,,,,,,"291.471,52",,,,,,,"674.692,35",,,,,,,,,,"3.592.115,68",,,,,,
GOVERNADOR LINDENBERG-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
GUACUI-ES,,,,,,,ES,,,,"59.134,16",,,,,,,,,,,-,,,,,,,"59.134,16",,,,,,,,,,"291.461,52",,,,,,
GUARAPARI-ES,,,,,,,ES,,,,"81.026,66",,,,,,,,,,,-,,,,,,,"81.026,66",,,,,,,,,,"399.007,61",,,,,,
IBATIBA-ES,,,,,,,ES,,,,"54.753,85",,,,,,,,,,,-,,,,,,,"54.753,85",,,,,,,,,,"269.871,77",,,,,,
IBIRACU-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
IBITIRAMA-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
ICONHA-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
IRUPI-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
ITAGUACU-ES,,,,,,,ES,,,,"48.192,42",,,,,,,,,,,-,,,,,,,"48.192,42",,,,,,,,,,"237.889,73",,,,,,
ITAPEMIRIM-ES,,,,,,,ES,,,,"332.987,60",,,,,,,,,,,"1.016.526,34",,,,,,,"1.349.513,94",,,,,,,,,,"6.762.280,02",,,,,,
ITARANA-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
IUNA-ES,,,,,,,ES,,,,"59.134,16",,,,,,,,,,,-,,,,,,,"59.134,16",,,,,,,,,,"291.461,52",,,,,,
JAGUARE-ES,,,,,,,ES,,,,"516.322,94",,,,,,,,,,,"211.439,41",,,,,,,"727.762,35",,,,,,,,,,"3.602.826,79",,,,,,
JERONIMO MONTEIRO-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
JOAO NEIVA-ES,,,,,,,ES,,,,"50.373,54",,,,,,,,,,,-,,,,,,,"50.373,54",,,,,,,,,,"248.282,01",,,,,,
LARANJA DA TERRA-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
LINHARES-ES,,,,,,,ES,,,,"3.059.764,53",,,,,,,,,,,"1.685.372,79",,,,,,,"4.745.137,32",,,,,,,,,,"18.870.454,12",,,,,,
MANTENOPOLIS-ES,,,,,,,ES,,,,"46.002,27",,,,,,,,,,,-,,,,,,,"46.002,27",,,,,,,,,,"227.094,87",,,,,,
MARATAIZES-ES,,,,,,,ES,,,,"61.324,31",,,,,,,,,,,"145.109,35",,,,,,,"206.433,66",,,,,,,,,,"1.031.071,57",,,,,,
MARECHAL FLORIANO-ES,,,,,,,ES,,,,"48.183,39",,,,,,,,,,,-,,,,,,,"48.183,39",,,,,,,,,,"237.487,15",,,,,,
MARILANDIA-ES,,,,,,,ES,,,,"45.984,20",,,,,,,,,,,-,,,,,,,"45.984,20",,,,,,,,,,"226.289,67",,,,,,
MIMOSO DO SUL-ES,,,,,,,ES,,,,"59.134,16",,,,,,,,,,,-,,,,,,,"59.134,16",,,,,,,,,,"291.461,52",,,,,,
MONTANHA-ES,,,,,,,ES,,,,"52.563,70",,,,,,,,,,,-,,,,,,,"52.563,70",,,,,,,,,,"259.076,90",,,,,,
MUCURICI-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
MUNIZ FREIRE-ES,,,,,,,ES,,,,"54.753,85",,,,,,,,,,,-,,,,,,,"54.753,85",,,,,,,,,,"269.871,77",,,,,,
MUQUI-ES,,,,,,,ES,,,,"48.183,39",,,,,,,,,,,-,,,,,,,"48.183,39",,,,,,,,,,"237.487,15",,,,,,
NOVA VENECIA-ES,,,,,,,ES,,,,"67.894,78",,,,,,,,,,,-,,,,,,,"67.894,78",,,,,,,,,,"334.640,99",,,,,,
PANCAS-ES,,,,,,,ES,,,,"54.762,88",,,,,,,,,,,-,,,,,,,"54.762,88",,,,,,,,,,"270.274,35",,,,,,
PEDRO CANARIO-ES,,,,,,,ES,,,,"56.944,00",,,,,,,,,,,-,,,,,,,"56.944,00",,,,,,,,,,"280.666,62",,,,,,
PINHEIROS-ES,,,,,,,ES,,,,"56.944,00",,,,,,,,,,,-,,,,,,,"56.944,00",,,,,,,,,,"280.666,62",,,,,,
PIUMA-ES,,,,,,,ES,,,,"52.554,66",,,,,,,,,,,-,,,,,,,"52.554,66",,,,,,,,,,"258.674,28",,,,,,
PONTO BELO-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
PRESIDENTE KENNEDY-ES,,,,,,,ES,,,,"250.406,72",,,,,,,,,,,"2.645.849,84",,,,,,,"2.896.256,56",,,,,,,,,,"12.183.970,43",,,,,,
RIO BANANAL-ES,,,,,,,ES,,,,"52.563,70",,,,,,,,,,,-,,,,,,,"52.563,70",,,,,,,,,,"259.076,90",,,,,,
RIO NOVO DO SUL-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
SANTA LEOPOLDINA-ES,,,,,,,ES,,,,"48.183,39",,,,,,,,,,,-,,,,,,,"48.183,39",,,,,,,,,,"237.487,15",,,,,,
SANTA MARIA DE JETIBA-ES,,,,,,,ES,,,,"61.324,31",,,,,,,,,,,-,,,,,,,"61.324,31",,,,,,,,,,"302.256,37",,,,,,
SANTA TERESA-ES,,,,,,,ES,,,,"56.944,00",,,,,,,,,,,-,,,,,,,"56.944,00",,,,,,,,,,"280.666,62",,,,,,
SAO DOMINGOS DO NORTE-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
SAO GABRIEL DA PALHA-ES,,,,,,,ES,,,,"61.315,28",,,,,,,,,,,-,,,,,,,"61.315,28",,,,,,,,,,"301.853,79",,,,,,
SAO JOSE DO CALCADO-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
SAO MATEUS-ES,,,,,,,ES,,,,"610.775,85",,,,,,,,,,,"106.709,49",,,,,,,"717.485,34",,,,,,,,,,"7.054.691,99",,,,,,
SAO ROQUE DO CANAA-ES,,,,,,,ES,,,,"45.993,24",,,,,,,,,,,-,,,,,,,"45.993,24",,,,,,,,,,"226.692,29",,,,,,
SERRA-ES,,,,,,,ES,,,,"506.581,44",,,,,,,,,,,"868.440,83",,,,,,,"1.375.022,27",,,,,,,,,,"7.446.590,07",,,,,,
SOORETAMA-ES,,,,,,,ES,,,,"56.934,97",,,,,,,,,,,-,,,,,,,"56.934,97",,,,,,,,,,"280.264,04",,,,,,
VARGEM ALTA-ES,,,,,,,ES,,,,"52.563,70",,,,,,,,,,,-,,,,,,,"52.563,70",,,,,,,,,,"259.076,90",,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,,,,ES,,,,"54.744,82",,,,,,,,,,,-,,,,,,,"54.744,82",,,,,,,,,,"269.469,19",,,,,,
VIANA-ES,,,,,,,ES,,,,"72.266,05",,,,,,,,,,,-,,,,,,,"72.266,05",,,,,,,,,,"355.828,14",,,,,,
VILA PAVAO-ES,,,,,,,ES,,,,"43.803,07",,,,,,,,,,,-,,,,,,,"43.803,07",,,,,,,,,,"215.897,38",,,,,,
VILA VALERIO-ES,,,,,,,ES,,,,"48.183,39",,,,,,,,,,,-,,,,,,,"48.183,39",,,,,,,,,,"237.487,15",,,,,,
VILA VELHA-ES,,,,,,,ES,,,,"475.696,58",,,,,,,,,,,-,,,,,,,"475.696,58",,,,,,,,,,"2.366.788,59",,,,,,
VITORIA-ES,,,,,,,ES,,,,"475.696,58",,,,,,,,,,,"94.557,80",,,,,,,"570.254,38",,,,,,,,,,"2.889.962,13",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPIRITO SANTO  TOTAL,,,,,,,,,,,"11.051.191,98",,,,,,,,,,,"9.191.920,60",,,,,,,"20.243.112,58",,,,,,,,,,"99.430.042,14",,,,,,
BETIM-MG,,,,,,,MG,,,,"45.699,07",,,,,,,,,,,-,,,,,,,"45.699,07",,,,,,,,,,"45.699,07",,,,,,
JUIZ DE FORA-MG,,,,,,,MG,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"2.502.135,77",,,,,,
MINAS GERAIS  TOTAL,,,,,,,,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.547.834,84",,,,,,
AFUA-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
ALENQUER-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
ALMEIRIM-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
ANAJAS-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
BREVES-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
CHAVES-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
CURUA-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
FARO-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
GURUPA-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
JURUTI-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
MELGACO-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
MONTE ALEGRE-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
OBIDOS-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
PORTO DE MOZ-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
PRAINHA-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
SANTAREM-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
TERRA SANTA-PA,,,,,,,PA,,,,-,,,,,,,,,,,"8.076,85",,,,,,,"8.076,85",,,,,,,,,,"35.985,92",,,,,,
