AQUIRAZ-CE,,,,,,,,,,CE,,,,-,,,,,,,,"31.428,64",,,,,,"31.428,64",,,,,,,,,"206.271,01",,,,,,,,
ARACATI-CE,,,,,,,,,,CE,,,,"139.641,89",,,,,,,,"20.887,06",,,,,,"160.528,95",,,,,,,,,"815.401,94",,,,,,,,
ARARENDA-CE,,,,,,,,,,CE,,,,"2.653,84",,,,,,,,-,,,,,,"2.653,84",,,,,,,,,"12.563,99",,,,,,,,
BARROQUINHA-CE,,,,,,,,,,CE,,,,"2.906,59",,,,,,,,-,,,,,,"2.906,59",,,,,,,,,"13.760,58",,,,,,,,
BELA CRUZ-CE,,,,,,,,,,CE,,,,"3.538,46",,,,,,,,-,,,,,,"3.538,46",,,,,,,,,"16.752,00",,,,,,,,
CAMOCIM-CE,,,,,,,,,,CE,,,,"4.170,33",,,,,,,,-,,,,,,"4.170,33",,,,,,,,,"19.743,44",,,,,,,,
CANINDE-CE,,,,,,,,,,CE,,,,"4.423,07",,,,,,,,-,,,,,,"4.423,07",,,,,,,,,"20.940,01",,,,,,,,
CARIDADE-CE,,,,,,,,,,CE,,,,"3.285,71",,,,,,,,-,,,,,,"3.285,71",,,,,,,,,"15.555,43",,,,,,,,
CARIRE-CE,,,,,,,,,,CE,,,,"3.159,34",,,,,,,,-,,,,,,"3.159,34",,,,,,,,,"14.957,15",,,,,,,,
CARNAUBAL-CE,,,,,,,,,,CE,,,,"3.032,96",,,,,,,,-,,,,,,"3.032,96",,,,,,,,,"14.358,85",,,,,,,,
CATUNDA-CE,,,,,,,,,,CE,,,,"2.527,47",,,,,,,,-,,,,,,"2.527,47",,,,,,,,,"11.965,71",,,,,,,,
CAUCAIA-CE,,,,,,,,,,CE,,,,-,,,,,,,,"31.428,64",,,,,,"31.428,64",,,,,,,,,"206.271,01",,,,,,,,
CHAVAL-CE,,,,,,,,,,CE,,,,"2.780,22",,,,,,,,-,,,,,,"2.780,22",,,,,,,,,"13.162,29",,,,,,,,
COREAU-CE,,,,,,,,,,CE,,,,"3.285,71",,,,,,,,-,,,,,,"3.285,71",,,,,,,,,"15.555,43",,,,,,,,
CRATEUS-CE,,,,,,,,,,CE,,,,"4.423,07",,,,,,,,-,,,,,,"4.423,07",,,,,,,,,"20.940,01",,,,,,,,
CROATA-CE,,,,,,,,,,CE,,,,"3.032,96",,,,,,,,-,,,,,,"3.032,96",,,,,,,,,"14.358,85",,,,,,,,
CRUZ-CE,,,,,,,,,,CE,,,,"3.285,71",,,,,,,,-,,,,,,"3.285,71",,,,,,,,,"15.555,43",,,,,,,,
FORQUILHA-CE,,,,,,,,,,CE,,,,"3.285,71",,,,,,,,-,,,,,,"3.285,71",,,,,,,,,"15.555,43",,,,,,,,
FORTALEZA-CE,,,,,,,,,,CE,,,,"1.690.726,00",,,,,,,,"41.904,86",,,,,,"1.732.630,86",,,,,,,,,"9.442.435,40",,,,,,,,
FRECHEIRINHA-CE,,,,,,,,,,CE,,,,"2.780,22",,,,,,,,-,,,,,,"2.780,22",,,,,,,,,"13.162,29",,,,,,,,
GENERAL SAMPAIO-CE,,,,,,,,,,CE,,,,"2.527,47",,,,,,,,-,,,,,,"2.527,47",,,,,,,,,"11.965,71",,,,,,,,
GRACA-CE,,,,,,,,,,CE,,,,"2.906,59",,,,,,,,-,,,,,,"2.906,59",,,,,,,,,"13.760,58",,,,,,,,
GRANJA-CE,,,,,,,,,,CE,,,,"4.043,95",,,,,,,,-,,,,,,"4.043,95",,,,,,,,,"19.145,16",,,,,,,,
GROAIRAS-CE,,,,,,,,,,CE,,,,"2.653,84",,,,,,,,-,,,,,,"2.653,84",,,,,,,,,"12.563,99",,,,,,,,
GUARACIABA DO NORTE-CE,,,,,,,,,,CE,,,,"3.791,21",,,,,,,,-,,,,,,"3.791,21",,,,,,,,,"17.948,58",,,,,,,,
HIDROLANDIA-CE,,,,,,,,,,CE,,,,"3.159,34",,,,,,,,-,,,,,,"3.159,34",,,,,,,,,"14.957,15",,,,,,,,
IBIAPINA-CE,,,,,,,,,,CE,,,,"3.285,71",,,,,,,,-,,,,,,"3.285,71",,,,,,,,,"15.555,43",,,,,,,,
ICAPUI-CE,,,,,,,,,,CE,,,,"112.806,16",,,,,,,,"15.908,77",,,,,,"128.714,93",,,,,,,,,"668.451,77",,,,,,,,
INDEPENDENCIA-CE,,,,,,,,,,CE,,,,"3.412,08",,,,,,,,-,,,,,,"3.412,08",,,,,,,,,"16.153,72",,,,,,,,
IPAPORANGA-CE,,,,,,,,,,CE,,,,"2.653,84",,,,,,,,-,,,,,,"2.653,84",,,,,,,,,"12.563,99",,,,,,,,
IPU-CE,,,,,,,,,,CE,,,,"3.917,58",,,,,,,,-,,,,,,"3.917,58",,,,,,,,,"18.546,87",,,,,,,,
IPUEIRAS-CE,,,,,,,,,,CE,,,,"3.791,21",,,,,,,,-,,,,,,"3.791,21",,,,,,,,,"17.948,58",,,,,,,,
IRAUCUBA-CE,,,,,,,,,,CE,,,,"3.285,71",,,,,,,,-,,,,,,"3.285,71",,,,,,,,,"15.555,43",,,,,,,,
ITAPAGE-CE,,,,,,,,,,CE,,,,"4.043,95",,,,,,,,-,,,,,,"4.043,95",,,,,,,,,"19.145,16",,,,,,,,
ITAPIPOCA-CE,,,,,,,,,,CE,,,,"108.626,96",,,,,,,,"170.114,49",,,,,,"278.741,45",,,,,,,,,"1.358.959,54",,,,,,,,
ITAREMA-CE,,,,,,,,,,CE,,,,"85.758,13",,,,,,,,"93.026,94",,,,,,"178.785,07",,,,,,,,,"804.721,80",,,,,,,,
JAGUARUANA-CE,,,,,,,,,,CE,,,,-,,,,,,,,"30,03",,,,,,"30,03",,,,,,,,,"93.920,43",,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,,,,,,CE,,,,"3.032,96",,,,,,,,-,,,,,,"3.032,96",,,,,,,,,"14.358,85",,,,,,,,
MARCO-CE,,,,,,,,,,CE,,,,"3.412,08",,,,,,,,-,,,,,,"3.412,08",,,,,,,,,"16.153,72",,,,,,,,
MARTINOPOLE-CE,,,,,,,,,,CE,,,,"2.653,84",,,,,,,,-,,,,,,"2.653,84",,,,,,,,,"12.563,99",,,,,,,,
MASSAPE-CE,,,,,,,,,,CE,,,,"3.664,83",,,,,,,,-,,,,,,"3.664,83",,,,,,,,,"17.350,29",,,,,,,,
MERUOCA-CE,,,,,,,,,,CE,,,,"2.780,22",,,,,,,,-,,,,,,"2.780,22",,,,,,,,,"13.162,29",,,,,,,,
MIRAIMA-CE,,,,,,,,,,CE,,,,"2.780,22",,,,,,,,-,,,,,,"2.780,22",,,,,,,,,"13.162,29",,,,,,,,
MONSENHOR TABOSA-CE,,,,,,,,,,CE,,,,"3.032,96",,,,,,,,-,,,,,,"3.032,96",,,,,,,,,"14.358,85",,,,,,,,
MORAUJO-CE,,,,,,,,,,CE,,,,"2.527,47",,,,,,,,-,,,,,,"2.527,47",,,,,,,,,"11.965,71",,,,,,,,
MORRINHOS-CE,,,,,,,,,,CE,,,,"3.285,71",,,,,,,,-,,,,,,"3.285,71",,,,,,,,,"15.555,43",,,,,,,,
MUCAMBO-CE,,,,,,,,,,CE,,,,"2.906,59",,,,,,,,-,,,,,,"2.906,59",,,,,,,,,"13.760,58",,,,,,,,
NOVA RUSSAS-CE,,,,,,,,,,CE,,,,"3.538,46",,,,,,,,-,,,,,,"3.538,46",,,,,,,,,"16.752,00",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO ORIENTE-CE,,,,,,,,,,CE,,,,"3.412,08",,,,,,,,-,,,,,,"3.412,08",,,,,,,,,"16.153,72",,,,,,,,
PACUJA-CE,,,,,,,,,,CE,,,,"2.527,47",,,,,,,,-,,,,,,"2.527,47",,,,,,,,,"11.965,71",,,,,,,,
PARACURU-CE,,,,,,,,,,CE,,,,"80.040,92",,,,,,,,"109.738,77",,,,,,"189.779,69",,,,,,,,,"932.075,46",,,,,,,,
PARAIPABA-CE,,,,,,,,,,CE,,,,"3.538,46",,,,,,,,"4.693,38",,,,,,"8.231,84",,,,,,,,,"36.877,18",,,,,,,,
PARAMOTI-CE,,,,,,,,,,CE,,,,"2.653,84",,,,,,,,-,,,,,,"2.653,84",,,,,,,,,"12.563,99",,,,,,,,
PENTECOSTE-CE,,,,,,,,,,CE,,,,"3.664,83",,,,,,,,-,,,,,,"3.664,83",,,,,,,,,"17.350,29",,,,,,,,
PIRES FERREIRA-CE,,,,,,,,,,CE,,,,"2.653,84",,,,,,,,-,,,,,,"2.653,84",,,,,,,,,"12.563,99",,,,,,,,
PORANGA-CE,,,,,,,,,,CE,,,,"2.780,22",,,,,,,,-,,,,,,"2.780,22",,,,,,,,,"13.162,29",,,,,,,,
QUITERIANOPOLIS-CE,,,,,,,,,,CE,,,,"3.159,34",,,,,,,,-,,,,,,"3.159,34",,,,,,,,,"14.957,15",,,,,,,,
RERIUTABA-CE,,,,,,,,,,CE,,,,"3.159,34",,,,,,,,-,,,,,,"3.159,34",,,,,,,,,"14.957,15",,,,,,,,
SANTA QUITERIA-CE,,,,,,,,,,CE,,,,"3.917,58",,,,,,,,-,,,,,,"3.917,58",,,,,,,,,"18.546,87",,,,,,,,
SANTANA DO ACARAU-CE,,,,,,,,,,CE,,,,"3.538,46",,,,,,,,-,,,,,,"3.538,46",,,,,,,,,"16.752,00",,,,,,,,
SAO BENEDITO-CE,,,,,,,,,,CE,,,,"3.917,58",,,,,,,,-,,,,,,"3.917,58",,,,,,,,,"18.546,87",,,,,,,,
SAO LUIS DO CURU-CE,,,,,,,,,,CE,,,,"2.780,22",,,,,,,,-,,,,,,"2.780,22",,,,,,,,,"13.162,29",,,,,,,,
SENADOR SA-CE,,,,,,,,,,CE,,,,"2.527,47",,,,,,,,-,,,,,,"2.527,47",,,,,,,,,"11.965,71",,,,,,,,
SOBRAL-CE,,,,,,,,,,CE,,,,"5.054,94",,,,,,,,-,,,,,,"5.054,94",,,,,,,,,"23.931,44",,,,,,,,
TAMBORIL-CE,,,,,,,,,,CE,,,,"3.412,08",,,,,,,,-,,,,,,"3.412,08",,,,,,,,,"16.153,72",,,,,,,,
TEJUCUOCA-CE,,,,,,,,,,CE,,,,"3.032,96",,,,,,,,-,,,,,,"3.032,96",,,,,,,,,"14.358,85",,,,,,,,
TIANGUA-CE,,,,,,,,,,CE,,,,"4.296,70",,,,,,,,-,,,,,,"4.296,70",,,,,,,,,"20.341,73",,,,,,,,
TRAIRI-CE,,,,,,,,,,CE,,,,"91.475,34",,,,,,,,"167.855,03",,,,,,"259.330,37",,,,,,,,,"1.196.226,38",,,,,,,,
TURURU-CE,,,,,,,,,,CE,,,,"2.906,59",,,,,,,,-,,,,,,"2.906,59",,,,,,,,,"13.760,58",,,,,,,,
UBAJARA-CE,,,,,,,,,,CE,,,,"3.538,46",,,,,,,,-,,,,,,"3.538,46",,,,,,,,,"16.752,00",,,,,,,,
UMIRIM-CE,,,,,,,,,,CE,,,,"3.159,34",,,,,,,,-,,,,,,"3.159,34",,,,,,,,,"14.957,15",,,,,,,,
URUBURETAMA-CE,,,,,,,,,,CE,,,,"3.159,34",,,,,,,,-,,,,,,"3.159,34",,,,,,,,,"14.957,15",,,,,,,,
URUOCA-CE,,,,,,,,,,CE,,,,"2.780,22",,,,,,,,-,,,,,,"2.780,22",,,,,,,,,"13.162,29",,,,,,,,
VARJOTA-CE,,,,,,,,,,CE,,,,"3.032,96",,,,,,,,-,,,,,,"3.032,96",,,,,,,,,"14.358,85",,,,,,,,
VICOSA DO CEARA-CE,,,,,,,,,,CE,,,,"4.043,95",,,,,,,,-,,,,,,"4.043,95",,,,,,,,,"19.145,16",,,,,,,,
CEARA  TOTAL,,,,,,,,,,,,,,"2.616.745,38",,,,,,,,"706.162,36",,,,,,"3.322.907,74",,,,,,,,,"17.294.464,68",,,,,,,,
AFONSO CLAUDIO-ES,,,,,,,,,,ES,,,,"198.791,29",,,,,,,,-,,,,,,"198.791,29",,,,,,,,,"1.049.994,41",,,,,,,,
AGUA DOCE DO NORTE-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
AGUIA BRANCA-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
ALEGRE-ES,,,,,,,,,,ES,,,,"198.791,29",,,,,,,,-,,,,,,"198.791,29",,,,,,,,,"1.049.994,41",,,,,,,,
ALFREDO CHAVES-ES,,,,,,,,,,ES,,,,"156.193,15",,,,,,,,-,,,,,,"156.193,15",,,,,,,,,"824.995,59",,,,,,,,
ALTO RIO NOVO-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
ANCHIETA-ES,,,,,,,,,,ES,,,,"2.483.991,70",,,,,,,,"352.823,46",,,,,,"2.836.815,16",,,,,,,,,"18.305.247,26",,,,,,,,
APIACA-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
ARACRUZ-ES,,,,,,,,,,ES,,,,"1.202.597,02",,,,,,,,"1.617.275,50",,,,,,"2.819.872,52",,,,,,,,,"14.135.684,30",,,,,,,,
ATILIO VIVACQUA-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
BAIXO GUANDU-ES,,,,,,,,,,ES,,,,"198.791,29",,,,,,,,-,,,,,,"198.791,29",,,,,,,,,"1.049.994,41",,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,,,,,,ES,,,,"220.090,35",,,,,,,,-,,,,,,"220.090,35",,,,,,,,,"1.162.493,81",,,,,,,,
BOA ESPERANCA-ES,,,,,,,,,,ES,,,,"163.292,83",,,,,,,,-,,,,,,"163.292,83",,,,,,,,,"862.495,39",,,,,,,,
BOM JESUS DO NORTE-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
BREJETUBA-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,,,,,,ES,,,,"283.987,55",,,,,,,,-,,,,,,"283.987,55",,,,,,,,,"1.499.992,03",,,,,,,,
CARIACICA-ES,,,,,,,,,,ES,,,,"283.987,55",,,,,,,,-,,,,,,"283.987,55",,,,,,,,,"1.499.992,03",,,,,,,,
CASTELO-ES,,,,,,,,,,ES,,,,"205.890,97",,,,,,,,-,,,,,,"205.890,97",,,,,,,,,"1.087.494,21",,,,,,,,
COLATINA-ES,,,,,,,,,,ES,,,,"262.688,48",,,,,,,,-,,,,,,"262.688,48",,,,,,,,,"1.387.492,62",,,,,,,,
CONCEICAO DA BARRA-ES,,,,,,,,,,ES,,,,"301.929,45",,,,,,,,"42.989,74",,,,,,"344.919,19",,,,,,,,,"1.789.125,00",,,,,,,,
CONCEICAO DO CASTELO-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
DOMINGOS MARTINS-ES,,,,,,,,,,ES,,,,"198.791,29",,,,,,,,-,,,,,,"198.791,29",,,,,,,,,"1.049.994,41",,,,,,,,
DORES DO RIO PRETO-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
ECOPORANGA-ES,,,,,,,,,,ES,,,,"184.591,91",,,,,,,,-,,,,,,"184.591,91",,,,,,,,,"974.994,79",,,,,,,,
FUNDAO-ES,,,,,,,,,,ES,,,,"801.731,34",,,,,,,,"160.500,55",,,,,,"962.231,89",,,,,,,,,"4.989.119,57",,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
GUACUI-ES,,,,,,,,,,ES,,,,"191.691,59",,,,,,,,-,,,,,,"191.691,59",,,,,,,,,"1.012.494,59",,,,,,,,
GUARAPARI-ES,,,,,,,,,,ES,,,,"262.688,48",,,,,,,,-,,,,,,"262.688,48",,,,,,,,,"1.387.492,62",,,,,,,,
IBATIBA-ES,,,,,,,,,,ES,,,,"184.591,91",,,,,,,,-,,,,,,"184.591,91",,,,,,,,,"974.994,79",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIRACU-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
IBITIRAMA-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
ICONHA-ES,,,,,,,,,,ES,,,,"156.193,15",,,,,,,,-,,,,,,"156.193,15",,,,,,,,,"824.995,59",,,,,,,,
IRUPI-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
ITAGUACU-ES,,,,,,,,,,ES,,,,"163.292,83",,,,,,,,-,,,,,,"163.292,83",,,,,,,,,"862.495,39",,,,,,,,
ITAPEMIRIM-ES,,,,,,,,,,ES,,,,"935.353,24",,,,,,,,"7.155.300,58",,,,,,"8.090.653,82",,,,,,,,,"40.761.474,80",,,,,,,,
ITARANA-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
IUNA-ES,,,,,,,,,,ES,,,,"191.691,59",,,,,,,,-,,,,,,"191.691,59",,,,,,,,,"1.012.494,59",,,,,,,,
JAGUARE-ES,,,,,,,,,,ES,,,,"633.453,84",,,,,,,,"201.556,02",,,,,,"835.009,86",,,,,,,,,"4.549.285,44",,,,,,,,
JERONIMO MONTEIRO-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
JOAO NEIVA-ES,,,,,,,,,,ES,,,,"163.292,83",,,,,,,,-,,,,,,"163.292,83",,,,,,,,,"862.495,39",,,,,,,,
LARANJA DA TERRA-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
LINHARES-ES,,,,,,,,,,ES,,,,"7.809.597,30",,,,,,,,"1.667.553,02",,,,,,"9.477.150,32",,,,,,,,,"49.427.962,40",,,,,,,,
MANTENOPOLIS-ES,,,,,,,,,,ES,,,,"156.193,15",,,,,,,,-,,,,,,"156.193,15",,,,,,,,,"824.995,59",,,,,,,,
MARATAIZES-ES,,,,,,,,,,ES,,,,"968.758,71",,,,,,,,"4.952.532,97",,,,,,"5.921.291,68",,,,,,,,,"29.946.530,00",,,,,,,,
MARECHAL FLORIANO-ES,,,,,,,,,,ES,,,,"163.292,83",,,,,,,,-,,,,,,"163.292,83",,,,,,,,,"862.495,39",,,,,,,,
MARILANDIA-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
MIMOSO DO SUL-ES,,,,,,,,,,ES,,,,"191.691,59",,,,,,,,-,,,,,,"191.691,59",,,,,,,,,"1.012.494,59",,,,,,,,
MONTANHA-ES,,,,,,,,,,ES,,,,"170.392,53",,,,,,,,-,,,,,,"170.392,53",,,,,,,,,"899.995,20",,,,,,,,
MUCURICI-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
MUNIZ FREIRE-ES,,,,,,,,,,ES,,,,"177.492,21",,,,,,,,-,,,,,,"177.492,21",,,,,,,,,"937.494,99",,,,,,,,
MUQUI-ES,,,,,,,,,,ES,,,,"163.292,83",,,,,,,,-,,,,,,"163.292,83",,,,,,,,,"862.495,39",,,,,,,,
NOVA VENECIA-ES,,,,,,,,,,ES,,,,"220.090,35",,,,,,,,-,,,,,,"220.090,35",,,,,,,,,"1.162.493,81",,,,,,,,
PANCAS-ES,,,,,,,,,,ES,,,,"184.591,91",,,,,,,,-,,,,,,"184.591,91",,,,,,,,,"974.994,79",,,,,,,,
PEDRO CANARIO-ES,,,,,,,,,,ES,,,,"184.591,91",,,,,,,,-,,,,,,"184.591,91",,,,,,,,,"974.994,79",,,,,,,,
PINHEIROS-ES,,,,,,,,,,ES,,,,"184.591,91",,,,,,,,-,,,,,,"184.591,91",,,,,,,,,"974.994,79",,,,,,,,
PIUMA-ES,,,,,,,,,,ES,,,,"835.136,81",,,,,,,,"171.434,13",,,,,,"1.006.570,94",,,,,,,,,"5.704.513,72",,,,,,,,
PONTO BELO-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
PRESIDENTE KENNEDY-ES,,,,,,,,,,ES,,,,"701.514,93",,,,,,,,"8.591.563,06",,,,,,"9.293.077,99",,,,,,,,,"51.970.773,85",,,,,,,,
RIO BANANAL-ES,,,,,,,,,,ES,,,,"170.392,53",,,,,,,,-,,,,,,"170.392,53",,,,,,,,,"899.995,20",,,,,,,,
RIO NOVO DO SUL-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
SANTA LEOPOLDINA-ES,,,,,,,,,,ES,,,,"156.193,15",,,,,,,,-,,,,,,"156.193,15",,,,,,,,,"824.995,59",,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,,,,,,,ES,,,,"205.890,97",,,,,,,,-,,,,,,"205.890,97",,,,,,,,,"1.087.494,21",,,,,,,,
SANTA TERESA-ES,,,,,,,,,,ES,,,,"184.591,91",,,,,,,,-,,,,,,"184.591,91",,,,,,,,,"974.994,79",,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,,,,,,,ES,,,,"198.791,29",,,,,,,,-,,,,,,"198.791,29",,,,,,,,,"1.049.994,41",,,,,,,,
SAO JOSE DO CALCADO-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
SAO MATEUS-ES,,,,,,,,,,ES,,,,"3.152.444,14",,,,,,,,"226.139,48",,,,,,"3.378.583,62",,,,,,,,,"17.971.722,80",,,,,,,,
SAO ROQUE DO CANAA-ES,,,,,,,,,,ES,,,,"149.093,46",,,,,,,,-,,,,,,"149.093,46",,,,,,,,,"787.495,79",,,,,,,,
SERRA-ES,,,,,,,,,,ES,,,,"1.336.218,90",,,,,,,,"456.273,56",,,,,,"1.792.492,46",,,,,,,,,"9.197.441,78",,,,,,,,
SOORETAMA-ES,,,,,,,,,,ES,,,,"184.591,91",,,,,,,,-,,,,,,"184.591,91",,,,,,,,,"974.994,79",,,,,,,,
VARGEM ALTA-ES,,,,,,,,,,ES,,,,"177.492,21",,,,,,,,-,,,,,,"177.492,21",,,,,,,,,"937.494,99",,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,,,,,,,ES,,,,"184.591,91",,,,,,,,-,,,,,,"184.591,91",,,,,,,,,"974.994,79",,,,,,,,
VIANA-ES,,,,,,,,,,ES,,,,"241.389,41",,,,,,,,-,,,,,,"241.389,41",,,,,,,,,"1.274.993,19",,,,,,,,
VILA PAVAO-ES,,,,,,,,,,ES,,,,"141.993,77",,,,,,,,-,,,,,,"141.993,77",,,,,,,,,"749.995,99",,,,,,,,
VILA VALERIO-ES,,,,,,,,,,ES,,,,"156.193,15",,,,,,,,-,,,,,,"156.193,15",,,,,,,,,"824.995,59",,,,,,,,
VILA VELHA-ES,,,,,,,,,,ES,,,,"1.336.218,90",,,,,,,,-,,,,,,"1.336.218,90",,,,,,,,,"7.058.029,50",,,,,,,,
VITORIA-ES,,,,,,,,,,ES,,,,"1.336.218,90",,,,,,,,"30.829,54",,,,,,"1.367.048,44",,,,,,,,,"7.203.379,98",,,,,,,,
ESPIRITO SANTO  TOTAL,,,,,,,,,,,,,,"35.002.975,39",,,,,,,,"25.626.771,61",,,,,,"60.629.747,00",,,,,,,,,"321.997.475,50",,,,,,,,
SANTO ANTONIO DOS LOPES-MA,,,,,,,,,,MA,,,,"305.178,77",,,,,,,,"252.558,04",,,,,,"557.736,81",,,,,,,,,"1.333.621,16",,,,,,,,
MARANHAO TOTAL,,,,,,,,,,,,,,"305.178,77",,,,,,,,"252.558,04",,,,,,"557.736,81",,,,,,,,,"1.333.621,16",,,,,,,,
BETIM-MG,,,,,,,,,,MG,,,,"71.876,24",,,,,,,,-,,,,,,"71.876,24",,,,,,,,,"377.296,03",,,,,,,,
MINAS GERAIS  TOTAL,,,,,,,,,,,,,,"71.876,24",,,,,,,,-,,,,,,"71.876,24",,,,,,,,,"377.296,03",,,,,,,,
AFUA-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
ALENQUER-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
ALMEIRIM-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
ANAJAS-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREVES-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
CHAVES-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
CURUA-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
FARO-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
GURUPA-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
JURUTI-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
MELGACO-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
MONTE ALEGRE-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
OBIDOS-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
PORTO DE MOZ-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
